korean,latin,transcription
얁,yanj,janɟ
얂,yanh,janh
얃,yad,jat
얄,yal,jaɾ
얅,yalg,jalg
얆,yalm,jalm
얇,yalb,jalb
얈,yals,jals
얉,yalt,jaltʰ
얊,yalp,jalpʰ
얋,yalh,jalh
얌,yam,jam
얍,yab,jap
얎,yabs,japs
얏,yas,jas
얐,yass,jas͈
양,yang,jaŋ
얒,yaj,jac
얓,yach,jacʰ
얔,yak,jakʰ
얕,yat,jatʰ
얖,yap,japʰ
얗,yah,jah
얘,yae,ja
얙,yaeg,jaek
얚,yaegg,jaek͈
얛,yaegs,jaeks
얜,yaen,jaen
얝,yaenj,jaenɟ
얞,yaenh,jaenh
얟,yaed,jaet
얠,yael,jaeɾ
얡,yaelg,jaelg
얢,yaelm,jaelm
얣,yaelb,jaelb
얤,yaels,jaels
얥,yaelt,jaeltʰ
얦,yaelp,jaelpʰ
얧,yaelh,jaelh
얨,yaem,jaem
얩,yaeb,jaep
얪,yaebs,jaeps
얫,yaes,jaes
얬,yaess,jaes͈
얭,yaeng,jaeŋ
얮,yaej,jaec
얯,yaech,jaecʰ
얰,yaek,jaekʰ
얱,yaet,jaetʰ
얲,yaep,jaepʰ
얳,yaeh,jaeh
어,eo,eo
억,eog,eok
얶,eogg,eok͈
얷,eogs,eoks
언,eon,eon
얹,eonj,eonɟ
얺,eonh,eonh
얻,eod,eot
얼,eol,eoɾ
얽,eolg,eolg
얾,eolm,eolm
얿,eolb,eolb
엀,eols,eols
엁,eolt,eoltʰ
엂,eolp,eolpʰ
엃,eolh,eolh
엄,eom,eom
업,eob,eop
없,eobs,eops
엇,eos,eos
었,eoss,eos͈
엉,eong,eoŋ
엊,eoj,eoc
엋,eoch,eocʰ
엌,eok,eokʰ
엍,eot,eotʰ
엎,eop,eopʰ
엏,eoh,eoh
에,e,e
엑,eg,ek
엒,egg,ek͈
엓,egs,eks
엔,en,en
엕,enj,enɟ
엖,enh,enh
엗,ed,et
엘,el,eɾ
엙,elg,elg
엚,elm,elm
엛,elb,elb
엜,els,els
엝,elt,eltʰ
엞,elp,elpʰ
엟,elh,elh
엠,em,em
엡,eb,ep
엢,ebs,eps
엣,es,es
엤,ess,es͈
엥,eng,eŋ
엦,ej,ec
엧,ech,ecʰ
엨,ek,ekʰ
엩,et,etʰ
엪,ep,epʰ
엫,eh,eh
여,yeo,jeo
역,yeog,jeok
엮,yeogg,jeok͈
엯,yeogs,jeoks
연,yeon,jeon
엱,yeonj,jeonɟ
엲,yeonh,jeonh
엳,yeod,jeot
열,yeol,jeoɾ
엵,yeolg,jeolg
엶,yeolm,jeolm
엷,yeolb,jeolb
엸,yeols,jeols
엹,yeolt,jeoltʰ
엺,yeolp,jeolpʰ
엻,yeolh,jeolh
염,yeom,jeom
엽,yeob,jeop
엾,yeobs,jeops
엿,yeos,jeos
였,yeoss,jeos͈
영,yeong,jeoŋ
옂,yeoj,jeoc
옃,yeoch,jeocʰ
옄,yeok,jeokʰ
옅,yeot,jeotʰ
옆,yeop,jeopʰ
옇,yeoh,jeoh
예,ye,je
옉,yeg,jek
옊,yegg,jek͈
옋,yegs,jeks
옌,yen,jen
옍,yenj,jenɟ
옎,yenh,jenh
옏,yed,jet
옐,yel,jeɾ
옑,yelg,jelg
옒,yelm,jelm
옓,yelb,jelb
옔,yels,jels
옕,yelt,jeltʰ
옖,yelp,jelpʰ
옗,yelh,jelh
옘,yem,jem
옙,yeb,jep
옚,yebs,jeps
옛,yes,jes
옜,yess,jes͈
옝,yeng,jeŋ
옞,yej,jec
옟,yech,jecʰ
옠,yek,jekʰ
옡,yet,jetʰ
옢,yep,jepʰ
옣,yeh,jeh
오,o,o
옥,og,ok
옦,ogg,ok͈
옧,ogs,oks
온,on,on
옩,onj,onɟ
옪,onh,onh
옫,od,ot
올,ol,oɾ
옭,olg,olg
옮,olm,olm
옯,olb,olb
옰,ols,ols
옱,olt,oltʰ
옲,olp,olpʰ
옳,olh,olh
옴,om,om
옵,ob,op
옶,obs,ops
옷,os,os
옸,oss,os͈
옹,ong,oŋ
옺,oj,oc
옻,och,ocʰ
옼,ok,okʰ
옽,ot,otʰ
옾,op,opʰ
옿,oh,oh
와,wa,wa
왁,wag,wak
왂,wagg,wak͈
왃,wags,waks
완,wan,wan
왅,wanj,wanɟ
왆,wanh,wanh
왇,wad,wat
왈,wal,waɾ
왉,walg,walg
왊,walm,walm
왋,walb,walb
왌,wals,wals
왍,walt,waltʰ
왎,walp,walpʰ
왏,walh,walh
왐,wam,wam
왑,wab,wap
왒,wabs,waps
왓,was,was
왔,wass,was͈
왕,wang,waŋ
왖,waj,wac
왗,wach,wacʰ
왘,wak,wakʰ
왙,wat,watʰ
왚,wap,wapʰ
왛,wah,wah
왜,wae,wa
왝,waeg,waek
왞,waegg,waek͈
왟,waegs,waeks
왠,waen,waen
왡,waenj,waenɟ
왢,waenh,waenh
왣,waed,waet
왤,wael,waeɾ
왥,waelg,waelg
왦,waelm,waelm
왧,waelb,waelb
왨,waels,waels
왩,waelt,waeltʰ
왪,waelp,waelpʰ
왫,waelh,waelh
왬,waem,waem
왭,waeb,waep
왮,waebs,waeps
왯,waes,waes
왰,waess,waes͈
왱,waeng,waeŋ
왲,waej,waec
왳,waech,waecʰ
왴,waek,waekʰ
왵,waet,waetʰ
왶,waep,waepʰ
왷,waeh,waeh
외,oe,we
왹,oeg,wek
왺,oegg,wek͈
왻,oegs,weks
왼,oen,wen
왽,oenj,wenɟ
왾,oenh,wenh
왿,oed,wet
욀,oel,weɾ
욁,oelg,welg
욂,oelm,welm
욃,oelb,welb
욄,oels,wels
욅,oelt,weltʰ
욆,oelp,welpʰ
욇,oelh,welh
욈,oem,wem
욉,oeb,wep
욊,oebs,weps
욋,oes,wes
욌,oess,wes͈
욍,oeng,weŋ
욎,oej,wec
욏,oech,wecʰ
욐,oek,wekʰ
욑,oet,wetʰ
욒,oep,wepʰ
욓,oeh,weh
요,yo,yo
욕,yog,yok
욖,yogg,yok͈
욗,yogs,yoks
욘,yon,yon
욙,yonj,yonɟ
욚,yonh,yonh
욛,yod,yot
욜,yol,yoɾ
욝,yolg,yolg
욞,yolm,yolm
욟,yolb,yolb
욠,yols,yols
욡,yolt,yoltʰ
욢,yolp,yolpʰ
욣,yolh,yolh
욤,yom,yom
욥,yob,yop
욦,yobs,yops
욧,yos,yos
욨,yoss,yos͈
용,yong,yoŋ
욪,yoj,yoc
욫,yoch,yocʰ
욬,yok,yokʰ
욭,yot,yotʰ
욮,yop,yopʰ
욯,yoh,yoh
우,u,u
욱,ug,uk
욲,ugg,uk͈
욳,ugs,uks
운,un,un
욵,unj,unɟ
욶,unh,unh
욷,ud,ut
울,ul,uɾ
욹,ulg,ulg
욺,ulm,ulm
욻,ulb,ulb
욼,uls,uls
욽,ult,ultʰ
욾,ulp,ulpʰ
욿,ulh,ulh
움,um,um
웁,ub,up
웂,ubs,ups
웃,us,us
웄,uss,us͈
웅,ung,uŋ
웆,uj,uc
웇,uch,ucʰ
웈,uk,ukʰ
웉,ut,utʰ
웊,up,upʰ
웋,uh,uh
워,weo,weo
웍,weog,weok
웎,weogg,weok͈
웏,weogs,weoks
원,weon,weon
웑,weonj,weonɟ
웒,weonh,weonh
웓,weod,weot
월,weol,weoɾ
웕,weolg,weolg
웖,weolm,weolm
웗,weolb,weolb
웘,weols,weols
웙,weolt,weoltʰ
웚,weolp,weolpʰ
웛,weolh,weolh
웜,weom,weom
웝,weob,weop
웞,weobs,weops
웟,weos,weos
웠,weoss,weos͈
웡,weong,weoŋ
웢,weoj,weoc
웣,weoch,weocʰ
웤,weok,weokʰ
웥,weot,weotʰ
웦,weop,weopʰ
웧,weoh,weoh
웨,we,we
웩,weg,wek
웪,wegg,wek͈
웫,wegs,weks
웬,wen,wen
웭,wenj,wenɟ
웮,wenh,wenh
웯,wed,wet
웰,wel,weɾ
웱,welg,welg
웲,welm,welm
웳,welb,welb
웴,wels,wels
웵,welt,weltʰ
웶,welp,welpʰ
웷,welh,welh
웸,wem,wem
웹,web,wep
웺,webs,weps
웻,wes,wes
웼,wess,wes͈
웽,weng,weŋ
웾,wej,wec
웿,wech,wecʰ
윀,wek,wekʰ
윁,wet,wetʰ
윂,wep,wepʰ
윃,weh,weh
위,wi,wi
윅,wig,wik
윆,wigg,wik͈
윇,wigs,wiks
윈,win,win
윉,winj,winɟ
윊,winh,winh
윋,wid,wit
윌,wil,wiɾ
윍,wilg,wilg
윎,wilm,wilm
윏,wilb,wilb
윐,wils,wils
윑,wilt,wiltʰ
윒,wilp,wilpʰ
윓,wilh,wilh
윔,wim,wim
윕,wib,wip
윖,wibs,wips
윗,wis,wis
윘,wiss,wis͈
윙,wing,wiŋ
윚,wij,wic
윛,wich,wicʰ
윜,wik,wikʰ
윝,wit,witʰ
윞,wip,wipʰ
윟,wih,wih
유,yu,ju
육,yug,juk
윢,yugg,juk͈
윣,yugs,juks
윤,yun,jun
윥,yunj,junɟ
윦,yunh,junh
윧,yud,jut
율,yul,juɾ
윩,yulg,julg
윪,yulm,julm
윫,yulb,julb
윬,yuls,juls
윭,yult,jultʰ
윮,yulp,julpʰ
윯,yulh,julh
윰,yum,jum
윱,yub,jup
윲,yubs,jups
윳,yus,jus
윴,yuss,jus͈
융,yung,juŋ
윶,yuj,juc
윷,yuch,jucʰ
윸,yuk,jukʰ
윹,yut,jutʰ
윺,yup,jupʰ
윻,yuh,juh
으,eu,ɨ
윽,eug,ɨk
윾,eugg,ɨk͈
윿,eugs,ɨks
은,eun,ɨn
읁,eunj,ɨnɟ
읂,eunh,ɨnh
읃,eud,ɨt
을,eul,ɨɾ
읅,eulg,ɨlg
읆,eulm,ɨlm
읇,eulb,ɨlb
읈,euls,ɨls
읉,eult,ɨltʰ
읊,eulp,ɨlpʰ
읋,eulh,ɨlh
음,eum,ɨm
읍,eub,ɨp
읎,eubs,ɨps
읏,eus,ɨs
읐,euss,ɨs͈
응,eung,ɨŋ
읒,euj,ɨc
읓,euch,ɨcʰ
읔,euk,ɨkʰ
읕,eut,ɨtʰ
읖,eup,ɨpʰ
읗,euh,ɨh
의,yi,ы
읙,yig,ыk
읚,yigg,ыk͈
읛,yigs,ыks
읜,yin,ыn
읝,yinj,ыnɟ
읞,yinh,ыnh
읟,yid,ыt
읠,yil,ыɾ
읡,yilg,ыlg
읢,yilm,ыlm
읣,yilb,ыlb
읤,yils,ыls
읥,yilt,ыltʰ
읦,yilp,ыlpʰ
읧,yilh,ыlh
읨,yim,ыm
읩,yib,ыp
읪,yibs,ыps
읫,yis,ыs
읬,yiss,ыs͈
읭,ying,ыŋ
읮,yij,ыc
읯,yich,ыcʰ
읰,yik,ыkʰ
읱,yit,ыtʰ
읲,yip,ыpʰ
읳,yih,ыh
이,i,i
익,ig,ik
읶,igg,ik͈
읷,igs,iks
인,in,in
읹,inj,inɟ
읺,inh,inh
읻,id,it
일,il,iɾ
읽,ilg,ilg
읾,ilm,ilm
읿,ilb,ilb
잀,ils,ils
잁,ilt,iltʰ
잂,ilp,ilpʰ
잃,ilh,ilh
임,im,im
입,ib,ip
잆,ibs,ips
잇,is,is
있,iss,is͈
잉,ing,iŋ
잊,ij,ic
잋,ich,icʰ
잌,ik,ikʰ
잍,it,itʰ
잎,ip,ipʰ
잏,ih,ih
자,ja,ca
작,jag,cak
잒,jagg,cak͈
잓,jags,caks
잔,jan,can
잕,janj,canɟ
잖,janh,canh
잗,jad,cat
잘,jal,caɾ
잙,jalg,calg
잚,jalm,calm
잛,jalb,calb
잜,jals,cals
잝,jalt,caltʰ
잞,jalp,calpʰ
잟,jalh,calh
잠,jam,cam
잡,jab,cap
잢,jabs,caps
잣,jas,cas
잤,jass,cas͈
장,jang,caŋ
잦,jaj,cac
잧,jach,cacʰ
잨,jak,cakʰ
잩,jat,catʰ
잪,jap,capʰ
잫,jah,cah
재,jae,cɛ
잭,jaeg,cɛk
잮,jaegg,cɛk͈
잯,jaegs,cɛks
잰,jaen,cɛn
잱,jaenj,cɛnɟ
잲,jaenh,cɛnh
잳,jaed,cɛt
잴,jael,cɛɾ
잵,jaelg,cɛlg
잶,jaelm,cɛlm
잷,jaelb,cɛlb
잸,jaels,cɛls
잹,jaelt,cɛltʰ
잺,jaelp,cɛlpʰ
잻,jaelh,cɛlh
잼,jaem,cɛm
잽,jaeb,cɛp
잾,jaebs,cɛps
잿,jaes,cɛs
쟀,jaess,cɛs͈
쟁,jaeng,cɛŋ
쟂,jaej,cɛc
쟃,jaech,cɛcʰ
쟄,jaek,cɛkʰ
쟅,jaet,cɛtʰ
쟆,jaep,cɛpʰ
쟇,jaeh,cɛh
쟈,jya,cja
쟉,jyag,cjak
쟊,jyagg,cjak͈
쟋,jyags,cjaks
쟌,jyan,cjan
쟍,jyanj,cjanɟ
쟎,jyanh,cjanh
쟏,jyad,cjat
쟐,jyal,cjaɾ
쟑,jyalg,cjalg
쟒,jyalm,cjalm
쟓,jyalb,cjalb
쟔,jyals,cjals
쟕,jyalt,cjaltʰ
쟖,jyalp,cjalpʰ
쟗,jyalh,cjalh
쟘,jyam,cjam
쟙,jyab,cjap
쟚,jyabs,cjaps
쟛,jyas,cjas
쟜,jyass,cjas͈
쟝,jyang,cjaŋ
쟞,jyaj,cjac
쟟,jyach,cjacʰ
쟠,jyak,cjakʰ
쟡,jyat,cjatʰ
쟢,jyap,cjapʰ
쟣,jyah,cjah
쟤,jyae,cja
쟥,jyaeg,cjaek
쟦,jyaegg,cjaek͈
쟧,jyaegs,cjaeks
쟨,jyaen,cjaen
쟩,jyaenj,cjaenɟ
쟪,jyaenh,cjaenh
쟫,jyaed,cjaet
쟬,jyael,cjaeɾ
쟭,jyaelg,cjaelg
쟮,jyaelm,cjaelm
쟯,jyaelb,cjaelb
쟰,jyaels,cjaels
쟱,jyaelt,cjaeltʰ
쟲,jyaelp,cjaelpʰ
쟳,jyaelh,cjaelh
쟴,jyaem,cjaem
쟵,jyaeb,cjaep
쟶,jyaebs,cjaeps
쟷,jyaes,cjaes
쟸,jyaess,cjaes͈
쟹,jyaeng,cjaeŋ
쟺,jyaej,cjaec
쟻,jyaech,cjaecʰ
쟼,jyaek,cjaekʰ
쟽,jyaet,cjaetʰ
쟾,jyaep,cjaepʰ
쟿,jyaeh,cjaeh
저,jeo,ceo
적,jeog,ceok
젂,jeogg,ceok͈
젃,jeogs,ceoks
전,jeon,ceon
젅,jeonj,ceonɟ
젆,jeonh,ceonh
젇,jeod,ceot
절,jeol,ceoɾ
젉,jeolg,ceolg
젊,jeolm,ceolm
젋,jeolb,ceolb
젌,jeols,ceols
젍,jeolt,ceoltʰ
젎,jeolp,ceolpʰ
젏,jeolh,ceolh
점,jeom,ceom
접,jeob,ceop
젒,jeobs,ceops
젓,jeos,ceos
젔,jeoss,ceos͈
정,jeong,ceoŋ
젖,jeoj,ceoc
젗,jeoch,ceocʰ
젘,jeok,ceokʰ
젙,jeot,ceotʰ
젚,jeop,ceopʰ
젛,jeoh,ceoh
제,je,ce
젝,jeg,cek
젞,jegg,cek͈
젟,jegs,ceks
젠,jen,cen
젡,jenj,cenɟ
젢,jenh,cenh
젣,jed,cet
젤,jel,ceɾ
젥,jelg,celg
젦,jelm,celm
젧,jelb,celb
젨,jels,cels
젩,jelt,celtʰ
젪,jelp,celpʰ
젫,jelh,celh
젬,jem,cem
젭,jeb,cep
젮,jebs,ceps
젯,jes,ces
젰,jess,ces͈
젱,jeng,ceŋ
젲,jej,cec
젳,jech,cecʰ
젴,jek,cekʰ
젵,jet,cetʰ
젶,jep,cepʰ
젷,jeh,ceh
져,jyeo,cjeo
젹,jyeog,cjeok
젺,jyeogg,cjeok͈
젻,jyeogs,cjeoks
젼,jyeon,cjeon
젽,jyeonj,cjeonɟ
젾,jyeonh,cjeonh
젿,jyeod,cjeot
졀,jyeol,cjeoɾ
졁,jyeolg,cjeolg
졂,jyeolm,cjeolm
졃,jyeolb,cjeolb
졄,jyeols,cjeols
졅,jyeolt,cjeoltʰ
졆,jyeolp,cjeolpʰ
졇,jyeolh,cjeolh
졈,jyeom,cjeom
졉,jyeob,cjeop
졊,jyeobs,cjeops
졋,jyeos,cjeos
졌,jyeoss,cjeos͈
졍,jyeong,cjeoŋ
졎,jyeoj,cjeoc
졏,jyeoch,cjeocʰ
졐,jyeok,cjeokʰ
졑,jyeot,cjeotʰ
졒,jyeop,cjeopʰ
졓,jyeoh,cjeoh
졔,jye,cje
졕,jyeg,cjek
졖,jyegg,cjek͈
졗,jyegs,cjeks
졘,jyen,cjen
졙,jyenj,cjenɟ
졚,jyenh,cjenh
졛,jyed,cjet
졜,jyel,cjeɾ
졝,jyelg,cjelg
졞,jyelm,cjelm
졟,jyelb,cjelb
졠,jyels,cjels
졡,jyelt,cjeltʰ
졢,jyelp,cjelpʰ
졣,jyelh,cjelh
졤,jyem,cjem
졥,jyeb,cjep
졦,jyebs,cjeps
졧,jyes,cjes
졨,jyess,cjes͈
졩,jyeng,cjeŋ
졪,jyej,cjec
졫,jyech,cjecʰ
졬,jyek,cjekʰ
졭,jyet,cjetʰ
졮,jyep,cjepʰ
졯,jyeh,cjeh
조,jo,co
족,jog,cok
졲,jogg,cok͈
졳,jogs,coks
존,jon,con
졵,jonj,conɟ
졶,jonh,conh
졷,jod,cot
졸,jol,coɾ
졹,jolg,colg
졺,jolm,colm
졻,jolb,colb
졼,jols,cols
졽,jolt,coltʰ
졾,jolp,colpʰ
졿,jolh,colh
좀,jom,com
좁,job,cop
좂,jobs,cops
좃,jos,cos
좄,joss,cos͈
종,jong,coŋ
좆,joj,coc
좇,joch,cocʰ
좈,jok,cokʰ
좉,jot,cotʰ
좊,jop,copʰ
좋,joh,coh
좌,jwa,cwa
좍,jwag,cwak
좎,jwagg,cwak͈
좏,jwags,cwaks
좐,jwan,cwan
좑,jwanj,cwanɟ
좒,jwanh,cwanh
좓,jwad,cwat
좔,jwal,cwaɾ
좕,jwalg,cwalg
좖,jwalm,cwalm
좗,jwalb,cwalb
좘,jwals,cwals
좙,jwalt,cwaltʰ
좚,jwalp,cwalpʰ
좛,jwalh,cwalh
좜,jwam,cwam
좝,jwab,cwap
좞,jwabs,cwaps
좟,jwas,cwas
좠,jwass,cwas͈
좡,jwang,cwaŋ
좢,jwaj,cwac
좣,jwach,cwacʰ
좤,jwak,cwakʰ
좥,jwat,cwatʰ
좦,jwap,cwapʰ
좧,jwah,cwah
좨,jwae,cwa
좩,jwaeg,cwaek
좪,jwaegg,cwaek͈
좫,jwaegs,cwaeks
좬,jwaen,cwaen
좭,jwaenj,cwaenɟ
좮,jwaenh,cwaenh
좯,jwaed,cwaet
좰,jwael,cwaeɾ
좱,jwaelg,cwaelg
좲,jwaelm,cwaelm
좳,jwaelb,cwaelb
좴,jwaels,cwaels
좵,jwaelt,cwaeltʰ
좶,jwaelp,cwaelpʰ
좷,jwaelh,cwaelh
좸,jwaem,cwaem
좹,jwaeb,cwaep
좺,jwaebs,cwaeps
좻,jwaes,cwaes
좼,jwaess,cwaes͈
좽,jwaeng,cwaeŋ
좾,jwaej,cwaec
좿,jwaech,cwaecʰ
죀,jwaek,cwaekʰ
죁,jwaet,cwaetʰ
죂,jwaep,cwaepʰ
죃,jwaeh,cwaeh
죄,joe,cwe
죅,joeg,cwek
죆,joegg,cwek͈
죇,joegs,cweks
죈,joen,cwen
죉,joenj,cwenɟ
죊,joenh,cwenh
죋,joed,cwet
죌,joel,cweɾ
죍,joelg,cwelg
죎,joelm,cwelm
죏,joelb,cwelb
죐,joels,cwels
죑,joelt,cweltʰ
죒,joelp,cwelpʰ
죓,joelh,cwelh
죔,joem,cwem
죕,joeb,cwep
죖,joebs,cweps
죗,joes,cwes
죘,joess,cwes͈
죙,joeng,cweŋ
죚,joej,cwec
죛,joech,cwecʰ
죜,joek,cwekʰ
죝,joet,cwetʰ
죞,joep,cwepʰ
죟,joeh,cweh
죠,jyo,cyo
죡,jyog,cyok
죢,jyogg,cyok͈
죣,jyogs,cyoks
죤,jyon,cyon
죥,jyonj,cyonɟ
죦,jyonh,cyonh
죧,jyod,cyot
죨,jyol,cyoɾ
죩,jyolg,cyolg
죪,jyolm,cyolm
죫,jyolb,cyolb
죬,jyols,cyols
죭,jyolt,cyoltʰ
죮,jyolp,cyolpʰ
죯,jyolh,cyolh
죰,jyom,cyom
죱,jyob,cyop
죲,jyobs,cyops
죳,jyos,cyos
죴,jyoss,cyos͈
죵,jyong,cyoŋ
죶,jyoj,cyoc
죷,jyoch,cyocʰ
죸,jyok,cyokʰ
죹,jyot,cyotʰ
죺,jyop,cyopʰ
죻,jyoh,cyoh
주,ju,cu
죽,jug,cuk
죾,jugg,cuk͈
죿,jugs,cuks
준,jun,cun
줁,junj,cunɟ
줂,junh,cunh
줃,jud,cut
줄,jul,cuɾ
줅,julg,culg
줆,julm,culm
줇,julb,culb
줈,juls,culs
줉,jult,cultʰ
줊,julp,culpʰ
줋,julh,culh
줌,jum,cum
줍,jub,cup
줎,jubs,cups
줏,jus,cus
줐,juss,cus͈
중,jung,cuŋ
줒,juj,cuc
줓,juch,cucʰ
줔,juk,cukʰ
줕,jut,cutʰ
줖,jup,cupʰ
줗,juh,cuh
줘,jweo,cweo
줙,jweog,cweok
줚,jweogg,cweok͈
줛,jweogs,cweoks
줜,jweon,cweon
줝,jweonj,cweonɟ
줞,jweonh,cweonh
줟,jweod,cweot
줠,jweol,cweoɾ
줡,jweolg,cweolg
줢,jweolm,cweolm
줣,jweolb,cweolb
줤,jweols,cweols
줥,jweolt,cweoltʰ
줦,jweolp,cweolpʰ
줧,jweolh,cweolh
줨,jweom,cweom
줩,jweob,cweop
줪,jweobs,cweops
줫,jweos,cweos
줬,jweoss,cweos͈
줭,jweong,cweoŋ
줮,jweoj,cweoc
줯,jweoch,cweocʰ
줰,jweok,cweokʰ
줱,jweot,cweotʰ
줲,jweop,cweopʰ
줳,jweoh,cweoh
줴,jwe,cwe
줵,jweg,cwek
줶,jwegg,cwek͈
줷,jwegs,cweks
줸,jwen,cwen
줹,jwenj,cwenɟ
줺,jwenh,cwenh
줻,jwed,cwet
줼,jwel,cweɾ
줽,jwelg,cwelg
줾,jwelm,cwelm
줿,jwelb,cwelb
쥀,jwels,cwels
쥁,jwelt,cweltʰ
쥂,jwelp,cwelpʰ
쥃,jwelh,cwelh
쥄,jwem,cwem
쥅,jweb,cwep
쥆,jwebs,cweps
쥇,jwes,cwes
쥈,jwess,cwes͈
쥉,jweng,cweŋ
쥊,jwej,cwec
쥋,jwech,cwecʰ
쥌,jwek,cwekʰ
쥍,jwet,cwetʰ
쥎,jwep,cwepʰ
쥏,jweh,cweh
쥐,jwi,cwi
쥑,jwig,cwik
쥒,jwigg,cwik͈
쥓,jwigs,cwiks
쥔,jwin,cwin
쥕,jwinj,cwinɟ
쥖,jwinh,cwinh
쥗,jwid,cwit
쥘,jwil,cwiɾ
쥙,jwilg,cwilg
쥚,jwilm,cwilm
쥛,jwilb,cwilb
쥜,jwils,cwils
쥝,jwilt,cwiltʰ
쥞,jwilp,cwilpʰ
쥟,jwilh,cwilh
쥠,jwim,cwim
쥡,jwib,cwip
쥢,jwibs,cwips
쥣,jwis,cwis
쥤,jwiss,cwis͈
쥥,jwing,cwiŋ
쥦,jwij,cwic
쥧,jwich,cwicʰ
쥨,jwik,cwikʰ
쥩,jwit,cwitʰ
쥪,jwip,cwipʰ
쥫,jwih,cwih
쥬,jyu,cju
쥭,jyug,cjuk
쥮,jyugg,cjuk͈
쥯,jyugs,cjuks
쥰,jyun,cjun
쥱,jyunj,cjunɟ
쥲,jyunh,cjunh
쥳,jyud,cjut
쥴,jyul,cjuɾ
쥵,jyulg,cjulg
쥶,jyulm,cjulm
쥷,jyulb,cjulb
쥸,jyuls,cjuls
쥹,jyult,cjultʰ
쥺,jyulp,cjulpʰ
쥻,jyulh,cjulh
쥼,jyum,cjum
쥽,jyub,cjup
쥾,jyubs,cjups
쥿,jyus,cjus
즀,jyuss,cjus͈
즁,jyung,cjuŋ
즂,jyuj,cjuc
즃,jyuch,cjucʰ
즄,jyuk,cjukʰ
즅,jyut,cjutʰ
즆,jyup,cjupʰ
즇,jyuh,cjuh
즈,jeu,cɨ
즉,jeug,cɨk
즊,jeugg,cɨk͈
즋,jeugs,cɨks
즌,jeun,cɨn
즍,jeunj,cɨnɟ
즎,jeunh,cɨnh
즏,jeud,cɨt
즐,jeul,cɨɾ
즑,jeulg,cɨlg
즒,jeulm,cɨlm
즓,jeulb,cɨlb
즔,jeuls,cɨls
즕,jeult,cɨltʰ
즖,jeulp,cɨlpʰ
즗,jeulh,cɨlh
즘,jeum,cɨm
즙,jeub,cɨp
즚,jeubs,cɨps
즛,jeus,cɨs
즜,jeuss,cɨs͈
증,jeung,cɨŋ
즞,jeuj,cɨc
즟,jeuch,cɨcʰ
즠,jeuk,cɨkʰ
즡,jeut,cɨtʰ
즢,jeup,cɨpʰ
즣,jeuh,cɨh
즤,jyi,cы
즥,jyig,cыk
즦,jyigg,cыk͈
즧,jyigs,cыks
즨,jyin,cыn
즩,jyinj,cыnɟ
즪,jyinh,cыnh
즫,jyid,cыt
즬,jyil,cыɾ
즭,jyilg,cыlg
즮,jyilm,cыlm
즯,jyilb,cыlb
즰,jyils,cыls
즱,jyilt,cыltʰ
즲,jyilp,cыlpʰ
즳,jyilh,cыlh
즴,jyim,cыm
즵,jyib,cыp
즶,jyibs,cыps
즷,jyis,cыs
즸,jyiss,cыs͈
즹,jying,cыŋ
즺,jyij,cыc
즻,jyich,cыcʰ
즼,jyik,cыkʰ
즽,jyit,cыtʰ
즾,jyip,cыpʰ
즿,jyih,cыh
지,ji,ci
직,jig,cik
짂,jigg,cik͈
짃,jigs,ciks
진,jin,cin
짅,jinj,cinɟ
짆,jinh,cinh
짇,jid,cit
질,jil,ciɾ
짉,jilg,cilg
짊,jilm,cilm
짋,jilb,cilb
짌,jils,cils
짍,jilt,ciltʰ
짎,jilp,cilpʰ
짏,jilh,cilh
짐,jim,cim
집,jib,cip
짒,jibs,cips
짓,jis,cis
짔,jiss,cis͈
징,jing,ciŋ
짖,jij,cic
짗,jich,cicʰ
짘,jik,cikʰ
짙,jit,citʰ
짚,jip,cipʰ
짛,jih,cih
짜,jja,c͈a
짝,jjag,c͈ak
짞,jjagg,c͈ak͈
짟,jjags,c͈aks
짠,jjan,c͈an
짡,jjanj,c͈anɟ
짢,jjanh,c͈anh
짣,jjad,c͈at
짤,jjal,c͈aɾ
짥,jjalg,c͈alg
짦,jjalm,c͈alm
짧,jjalb,c͈alb
짨,jjals,c͈als
짩,jjalt,c͈altʰ
짪,jjalp,c͈alpʰ
짫,jjalh,c͈alh
짬,jjam,c͈am
짭,jjab,c͈ap
짮,jjabs,c͈aps
짯,jjas,c͈as
짰,jjass,c͈as͈
짱,jjang,c͈aŋ
짲,jjaj,c͈ac
짳,jjach,c͈acʰ
짴,jjak,c͈akʰ
짵,jjat,c͈atʰ
짶,jjap,c͈apʰ
짷,jjah,c͈ah
째,jjae,c͈ɛ
짹,jjaeg,c͈ɛk
짺,jjaegg,c͈ɛk͈
짻,jjaegs,c͈ɛks
짼,jjaen,c͈ɛn
짽,jjaenj,c͈ɛnɟ
짾,jjaenh,c͈ɛnh
짿,jjaed,c͈ɛt
쨀,jjael,c͈ɛɾ
쨁,jjaelg,c͈ɛlg
쨂,jjaelm,c͈ɛlm
쨃,jjaelb,c͈ɛlb
쨄,jjaels,c͈ɛls
쨅,jjaelt,c͈ɛltʰ
쨆,jjaelp,c͈ɛlpʰ
쨇,jjaelh,c͈ɛlh
쨈,jjaem,c͈ɛm
쨉,jjaeb,c͈ɛp
쨊,jjaebs,c͈ɛps
쨋,jjaes,c͈ɛs
쨌,jjaess,c͈ɛs͈
